"","Turn","Interlocutor","Speech","Interruption","StartTime","EndTime","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew","DebateN","Race"
"749",79,"Clinton","But it’s because I see this — we need to have strong growth, fair growth, sustained growth. We also have to look at how we help families balance the responsibilities at home and the responsibilities at business. So we have a very robust set of plans. And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.","No",1370.5,1401.8,3568.5,5.86612903225806,1.68322580645161,4.30903225806452,2.29548387096774,5.61322580645161,2.13064516129032,1.11111111111111,5.83428571428571,1.64571428571429,5.40428571428571,2.30714285714286,5.28142857142857,2.16714285714286,1,"2016"
"750",80,"Trump","You are going to approve one of the biggest tax cuts in history. You are going to approve one of the biggest tax increases in history. You are going to drive business out. Your regulations are a disaster, and you’re going to increase regulations all over the place. And by the way, my tax cut is the biggest since Ronald Reagan. I’m very proud of it. It will create tremendous numbers of new jobs. But regulations, you are going to regulate these businesses out of existence. When I go around — Lester, I tell you this, I’ve been all over. And when I go around, despite the tax cut, the thing — the things that business as in people like the most is the fact that I’m cutting regulation. You have regulations on top of regulations, and new companies cannot form and old companies are going out of business. And you want to increase the regulations and make them even worse. I’m going to cut regulations. I’m going to cut taxes big league, and you’re going to raise taxes big league, end of story.","Yes",1398,1457.8,3699.5,5.55596153846154,1.72903846153846,4.24038461538461,2.30269230769231,5.3225,2.10269230769231,0,5.11777777777778,1.79777777777778,5.08166666666667,2.21666666666667,4.99888888888889,1.99166666666667,1,"2016"
"751",81,"Clinton","(INAUDIBLE)","Yes",1451.2,1451.5,3791,3.61,1.58,3.33,2.55,4.26,2.4,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"752",82,"Moderator","Let me get you to pause right there, because we’re going to move into — we’re going to move into the next segment.","No",1457.8,1461,3802.5,5.63142857142857,1.54285714285714,3.72,2.15857142857143,5.82142857142857,1.96142857142857,NA,7.255,1.42,5.38,2.42,7.13,1.69,1,"2016"
"753",83,"Clinton","Yes, well. That, but let's do that-","Yes",1459.3,1460.9,3817,5.41,1.84,3.67,2.15,6.35,2,1,NA,NA,NA,NA,NA,NA,1,"2016"
"754",84,"Moderator","We’re going to talk taxes.","No",1461.1,1462,3823,6.64,1.33,3.38,2.27,6.44,1.86,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"755",85,"Clinton","That can’t — that can’t be left to stand.","Yes",1461.2,1463.6,3829.5,5.725,1.635,3.265,2.18,5.695,2.265,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"756",86,"Moderator","Please just take 30 seconds and then we’re going to go on.","Yes",1462.9,1465.2,3839.5,5.57,1.39,4.69,2.34,5.08,2.13,1,NA,NA,NA,NA,NA,NA,1,"2016"
"757",87,"Clinton","You know, I kind of assumed that there would be a lot of these charges and claims, and so...","Yes",1463.8,1470.2,3855,6.6725,1.385,3.4175,2.1825,6.21,2.05,0,7.26,1.695,5.115,2.235,6.425,2.11,1,"2016"
"758",88,"Trump","Facts.","Yes",1470.1,1470.5,3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"759",89,"Clinton","... we have taken the home page of my website, HillaryClinton.com, and we’ve turned it into a fact-checker. So if you want to see in real-time what the facts are, please go and take a look. Because what I have proposed…","Yes",1470.4,1485.4,3886.5,6.09071428571429,1.66714285714286,3.90071428571429,2.24857142857143,5.695,2.15071428571429,1,6.005,1.8525,4.785,2.43,5.16,2.095,1,"2016"
"760",90,"Trump","And take a look at mine, also, and you’ll see.","Yes",1484.2,1486.2,3912.5,5.68,1.60666666666667,4.06,2.39666666666667,5.57,2.03666666666667,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"761",91,"Clinton","… would not add a penny to the debt, and your plans would add $5 trillion to the debt. What I have proposed would cut regulations and streamline them for small businesses. What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy. And I think it’s time that the wealthy and corporations paid their fair share to support this country.","Yes",1485.5,1513.8,3954,5.61192307692308,1.70615384615385,4.16538461538462,2.31961538461538,5.58653846153846,2.15461538461538,0.666666666666667,5.286,1.656,5.212,2.438,5.208,2.122,1,"2016"
"762",92,"Moderator","Well, you just opened the next segment.","Yes",1513.5,1514.7,3994,4.63,1.42,3.61,2.12,5.29,1.83,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"763",93,"Trump","Well, look, could I just finish — I think- I think I should-","Yes",1514.6,1517.3,4003.5,6.43,1.71,3.7675,2.4,6.33,2.0075,NA,6.87333333333333,1.81,5.35,2.60666666666667,6.56333333333333,2.18,1,"2016"
"764",94,"Moderator","(INAUDIBLE) Actually- actually I need you- we need- you're- I'm going to give you a chance right here…","Yes",1514.8,1519.1,4018.5,5.935,1.56166666666667,4.09,2.355,5.41833333333333,2.29333333333333,2,6.53333333333333,1.56666666666667,5.16666666666667,2.21333333333333,5.76333333333333,1.84333333333333,1,"2016"
"765",95,"Trump","You go to her website, and you take a look at her website.","Yes",1518,1520.8,4034,6.122,1.548,4.06,2.352,5.48,2.07,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"766",96,"Moderator","… with a new 15-minute segment…","Yes",1519.3,1520.6,4043.5,5.93666666666667,1.39333333333333,4.17,2.52666666666667,4.89333333333333,2.04333333333333,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"767",97,"Trump","She’s going to raise taxes $1.3 trillion.","No",1521.1,1524.1,4050,6.535,1.755,5.145,2.695,5.345,1.99,NA,6.67,1.99,5.63,2.37,5.77,1.76,1,"2016"
"768",98,"Moderator","Mr. Trump, I’m going to…","Yes",1523.9,1524.7,4056,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"769",99,"Trump","And look at her website. You know what? It’s no different than this. She’s telling us how to fight ISIS. Just go to her website. She tells you how to fight ISIS on her website. I don’t think General Douglas MacArthur would like that too much.","Yes",1524.5,1536,4081.5,5.97769230769231,1.61153846153846,4.22153846153846,2.33615384615385,5.67846153846154,2.05153846153846,-0.25,5.676,2.116,6.408,2.196,5.846,2.51,1,"2016"
"770",100,"Moderator","Alright. The next segment, we’re continuing the subject about…","Yes",1535.7,1539,4109,4.98,1.535,3.905,2.13,5.83,2.11,NA,5.04,0.79,3.93,1.82,4.68,1.68,1,"2016"
"771",101,"Clinton","Well, at least I have a plan to fight ISIS.","Yes",1538.4,1541.1,4118.5,5.18,1.82666666666667,4.57,2.23333333333333,5.56,2.23,-1,5.115,1.995,5.96,2.34,5.91,2.11,1,"2016"
"772",102,"Moderator","… achieving prosperity…","Yes",1540.6,1541.9,4124.5,7.1,1.45,5.3,2.47,6.55,2.04,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"773",103,"Trump","No, no, you’re telling the enemy everything you want to do.","Yes",1541.3,1543.9,4131,4.54333333333333,1.69333333333333,4.75333333333333,2.37333333333333,4.74666666666667,2.00666666666667,-0.75,5.25,2.08,6,2.11,4.54,2.13,1,"2016"
"774",104,"Clinton","No, we’re not. No, we’re not.","No",1544.1,1545.8,4139.5,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"775",105,"Trump","See, you’re telling the enemy everything you want to do. No wonder you’ve been fighting-","Yes",1544.9,1548.4,4150,5.316,1.678,4.508,2.4,5.336,2.168,-0.666666666666667,5.64,1.83,5.5,2.17,4.93,2.15,1,"2016"
"776",106,"Clinton","We're- we are (INAUDIBLE).","Yes",1546.6,1548.6,4159.5,3.61,1.58,3.33,2.55,4.26,2.4,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"777",107,"Trump","... no wonder you’ve been fighting ISIS your entire adult life.","No",1549.1,1552.7,4166.5,6.2325,2,4.295,2.3875,5.9625,2.2875,-1,6.59666666666667,1.65333333333333,5.26,2.26666666666667,5.59666666666667,2.29666666666667,1,"2016"
"778",108,"Moderator","Folks- let me- let's","No",1553.8,1554.9,4173.5,5.95,1.76,2.71,1.71,6.06,1.8,NA,8.06,1.29,5.97,2.66,7.88,1.6,1,"2016"
"779",109,"Clinton","Well, that’s a — that’s — go to the — please, the fact checkers, get to work.","Yes",1553.8,1557.5,4182.5,5.786,1.616,3.878,2.148,5.82,1.998,1,4.755,1.865,4.7,2.1,4.84,1.94,1,"2016"
"780",110,"Moderator","OK, you are unpacking a lot here. And we’re still on the issue of achieving prosperity. And I want to talk about- taxes. The fundamental difference between the two of you concerns the wealthy. Secretary Clinton, you’re calling for a tax increase on the wealthiest Americans. I’d like you to further defend that. And, Mr. Trump, you’re calling for tax cuts for the wealthy. I’d like you to defend that. And this next two-minute answer goes to you, Mr. Trump.","Yes",1557.1,1579.4,4230,5.60863636363636,1.66909090909091,4.21409090909091,2.44545454545455,5.61318181818182,2.10636363636364,1.28571428571429,6.435,1.653,5.827,2.348,5.778,2.198,1,"2016"
"781",111,"Trump","Well, I’m really calling for major jobs, because the wealthy are going create tremendous jobs. They’re going to expand their companies. They’re going to do a tremendous job. I’m getting rid of the carried interest provision. And if you really look, it’s not a tax — it's really not a great thing for the wealthy. It’s a great thing for the middle class. It’s a great thing for companies to expand. And when these people are going to put billions and billions of dollars into companies, and when they’re going to bring $2.5 trillion back from overseas, where they can’t bring the money back, because politicians like Secretary Clinton won’t allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what — is so bad. So what they’re doing is they’re leaving our country, and they’re, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country. And instead of bringing it back and putting the money to work, because they can’t work out a deal to — and everybody agrees it should be brought back. Instead of that, they’re leaving our country to get their money, because they can’t bring their money back into our country, because of bureaucratic red tape, because they can’t get together. Because we have — we have a president that can’t sit them around a table and get them to approve something. And here’s the thing. Republicans and Democrats agree that this should be done, $2.5 trillion. I happen to think it’s double that. It’s probably $5 trillion that we can’t bring into our country, Lester. And with a little leadership, you’d get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful. But we have no leadership. And honestly, that starts with Secretary Clinton.","No",1579.4,1677.6,4432.5,5.84083333333333,1.67604166666667,4.068125,2.303125,5.704375,2.16052083333333,1.33333333333333,6.15527777777778,1.55194444444444,5.215,2.16444444444444,5.62916666666667,1.95916666666667,1,"2016"
"782",112,"Moderator","All right. You have two minutes of the same question to defend tax increases on the wealthiest Americans, Secretary Clinton.","No",1678.2,1683.7,4604.5,5.76,1.76857142857143,4.05571428571429,2.37285714285714,5.74,2.15857142857143,NA,6.09333333333333,1.58,5.14,2.20666666666667,6.17,1.79333333333333,1,"2016"
"783",113,"Clinton","I have a feeling that by, the end of this evening, I’m going to be blamed for everything that’s ever happened.","No",1683.8,1688.4,4625,6.072,1.808,3.572,2.264,5.47,2.334,-0.5,4.835,1.6,4.72,2.2,5.015,1.88,1,"2016"
"784",114,"Trump","Why not?","Yes",1688.3,1688.5,4636.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"785",115,"Clinton","Why not? Yeah, why not? (LAUGHTER) You know, just join the debate by saying more crazy things. Now, let me say this, it is absolutely the case…","No",1689,1702,4651,5.97875,1.6525,4.32125,2.375,5.8675,2.02375,0,7.3425,1.51,6.1925,2.3325,6.59,2.1675,1,"2016"
"786",116,"Trump","There’s nothing crazy about not letting our companies bring their money back into their country.","Yes",1698.4,1704,4672,5.764,1.776,4.67,2.212,5.56,2.304,-2,6.48333333333333,1.75333333333333,5.74666666666667,2.28,5.78,2.19666666666667,1,"2016"
"787",117,"Clinton","It...","Yes",1702.9,1703.1,4680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"788",118,"Moderator","This is — this is Secretary Clinton’s two minutes, please.","No",1703.4,1706,4685,5.74,1.735,3.565,2.37,5.865,2.205,1,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"789",119,"Trump","Yes.","Yes",1705.5,1705.8,4690,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"2016"
"790",120,"Clinton","Yeah, well, let’s start the clock again, Lester. We’ve looked at your tax proposals. I don’t see changes in the corporate tax rates or the kinds of proposals you’re referring to that would cause the repatriation, bringing back of money that’s stranded overseas. I happen to support that.","No",1706.7,1726.9,4714.5,5.3775,1.8275,4.08833333333333,2.38416666666667,5.18166666666667,2.27,1.5,6.365,1.47,4.86,2.6,5.46,2.15,1,"2016"
"791",121,"Trump","Then you didn’t read it.","Yes",1726.3,1727.1,4741,6.73,2,3.7,2.54,6.11,2.37,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"792",122,"Clinton","I happen to — I happen to support that in a way that will actually work to our benefit. But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do. You’ve proposed an approach that has a…","No",1727.5,1747.1,4770.5,5.68764705882353,1.66941176470588,3.64882352941176,2.12529411764706,5.90411764705882,2.04,2,5.83333333333333,1.89333333333333,5.00333333333333,2.23,5.5,2.17666666666667,1,"2016"
"793",123,"Trump","Who gave it that name? The first I’ve ever— who gave it that name?","Yes",1744.8,1747.4,4804.5,6.19,1.46666666666667,3.66,2.35666666666667,5.55333333333333,2.62666666666667,NA,5.99666666666667,2.23333333333333,4.88,2.47333333333333,5.84333333333333,2.03,1,"2016"
"794",124,"Moderator","This is-, this is Secretary Clinton’s two minutes.","No",1747.4,1749.3,4815.5,5.74,1.735,3.565,2.37,5.865,2.205,NA,5.76,1.3,4.66,2.04,5.86,1.62,1,"2016"
"795",125,"Clinton","… $4 billion tax benefit for your family. And when you look at what you are proposing…","Yes",1747.4,1754.9,4827.5,5.974,1.792,4.32,2.644,5.532,2.044,2,7.12,1.665,4.97,2.47,6.015,2,1,"2016"
"796",126,"Trump","How much? How much for my family?","Yes",1753.7,1754.9,4839,7.25,1.89,4.35,2.7,5.98,2.57,NA,7.65,1.55,4.8,2.71,6,1.87,1,"2016"
"797",127,"Clinton","… it is...","No",1755.2,1755.9,4843.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"798",128,"Trump","Lester, how much?","No",1755.9,1756.5,4846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"799",129,"Clinton","… as I said, trumped-up trickle-down. Trickle-down did not work. It got us into the mess we were in, in 2008 and 2009. Slashing taxes on the wealthy hasn’t worked. And a lot of really smart, wealthy people know that. And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class. I don’t think top-down works in America. I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their tax— their debt from college at a lower rate. Those are the kinds of things that will really boost the economy. Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top.","Yes",1756.4,1808.4,4917.5,5.65139534883721,1.61255813953488,4.09883720930233,2.30558139534884,5.51162790697674,2.19,0.642857142857143,5.97136363636364,1.68318181818182,5.28636363636364,2.35909090909091,5.52045454545455,2.145,1,"2016"
"800",130,"Moderator","Mr. Trump, we’re…","No",1809.9,1810.8,4989,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"801",131,"Trump","Typical politician. All talk, no action. Sounds good, doesn’t work. Never going to happen. Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what’s going on. Now, look, we have the worst revival of an economy since the Great Depression. And believe me: We’re in a bubble right now. And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that’s going to come crashing down. We are in a big, fat, ugly bubble. And we better be awfully careful. And we have a Fed that’s doing political things. This Janet Yellen of the Fed. The Fed is doing political — by keeping the interest rates at this level. And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you’re going to see some very bad things happen, because the Fed is not doing their job. The Fed is being more political than Secretary Clinton.","Yes",1810.5,1875.3,5085.5,5.75947368421053,1.64684210526316,3.99684210526316,2.39280701754386,5.54842105263158,2.14017543859649,0.25,5.81967741935484,1.62258064516129,5.27193548387097,2.28483870967742,5.52258064516129,1.93709677419355,1,"2016"
"802",132,"Moderator","Mr. Trump, we’re talking about the burden that Americans have to pay, yet you have not released your tax returns. And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to — who he owes it to and any business conflicts. Don’t Americans have a right to know if there are any conflicts of interest?","No",1875.5,1896.2,5213.5,5.76555555555556,1.78944444444444,3.97611111111111,2.25055555555556,5.64055555555556,2.19611111111111,-1.2,6.72428571428571,1.70428571428571,5.60714285714286,2.21,6.22571428571429,2.19428571428571,1,"2016"
"803",133,"Trump","I don’t mind releasing — I’m under a routine audit. And it’ll be released. And — as soon as the audit’s finished, it will be released. But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have. It shows income — in fact, the income — I just looked today — the income is filed at $694 million for this past year, $694 million. If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised. But that’s the kind of thinking that our country needs. When we have a country that’s doing so badly, that’s being ripped off by every single country in the world, it’s the kind of thinking that our country needs, because everybody — Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. You know what that is? That means, who’s negotiating these trade deals? We have people that are political hacks negotiating our trade deals.","No",1896.3,1961.5,5340.5,5.8304,1.774,3.943,2.3434,5.8326,2.1616,-0.25,6.44352941176471,1.71764705882353,5.25,2.17235294117647,5.91882352941176,1.92941176470588,1,"2016"
"804",134,"Moderator","The IRS says an audit…","Yes",1961.4,1962.7,5437,2.82,1.3,5.78,2.61,3.68,2.24,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"805",135,"Trump","Excuse me.","Yes",1962.1,1962.5,5440.5,4.52,1.75,3.61,1.97,4.72,2.16,-1,6.055,1.35,5.225,2.475,5.975,1.85,1,"2016"
"806",136,"Moderator","… of your taxes — you’re perfectly free to release your taxes during an audit. And so the question, does the public’s right to know outweigh your personal…","No",1962.9,1971.9,5454.5,6.06125,1.5575,4.3925,2.40875,5.6775,2.185,2,7.21333333333333,1.52666666666667,5.23666666666667,2.38,6.54333333333333,2.15666666666667,1,"2016"
"807",137,"Trump","Well, I told you, I will release them as soon as the audit. Look, I’ve been under audit almost for 15 years. I know a lot of wealthy people that have never been audited. I said, do you get audited? I get audited almost every year. And in a way, I should be complaining. I’m not even complaining. I don’t mind it. It’s almost become a way of life. I get audited by the IRS. But other people don’t. I will say this. We have a situation in this country that has to be taken care of. I will release my tax returns — against my lawyer’s wishes — when she releases her 33,000 e-mails that have been deleted. As soon as she releases them, I will release. (APPLAUSE) I will release my tax returns. And that’s against — my lawyers, they say, “Don’t do it.” I will tell you this. No — in fact, watching shows, they’re reading the papers. Almost every lawyer says, you don’t release your returns until the audit’s complete. When the audit’s complete, I’ll do it. But I would go against them if she releases her e-mails.","No",1971.9,2032.3,5562.5,5.7478431372549,1.69196078431373,3.84882352941176,2.27725490196078,5.7843137254902,2.15274509803922,1.2,6.94285714285714,1.61357142857143,5.53,2.25357142857143,6.23428571428571,2.01357142857143,1,"2016"
"808",138,"Moderator","So it’s negotiable?","Yes",2032.2,2032.8,5659,6,1.45,4.62,2.32,5.61,2.17,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"809",139,"Trump","It’s not negotiable, no. Let her release the e-mails. Why did she delete 33,000…","No",2034.3,2038.1,5668,5.6475,1.595,3.8975,2.1825,5.8575,2.275,-1,NA,NA,NA,NA,NA,NA,1,"2016"
"810",140,"Moderator","Well, I’ll let her answer that. But let me just admonish the audience one more time. There was an agreement. We did ask you to be silent, so it would be helpful for us. Secretary Clinton?","Yes",2038,2045.5,5693.5,6.02142857142857,1.74214285714286,3.53571428571429,2.24571428571429,5.92142857142857,2.20285714285714,0.333333333333333,6.27166666666667,1.64166666666667,4.86,2.385,5.9,1.89666666666667,1,"2016"
"811",141,"Clinton","Well, I think you’ve seen another example of bait-and-switch here. For 40 years, everyone running for president has released their tax returns. You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it. We know the IRS has made clear there is no prohibition on releasing it when you’re under audit. So you’ve got to ask yourself, why won’t he release his tax returns? And I think there may be a couple of reasons. First, maybe he’s not as rich as he says he is. Second, maybe he’s not as charitable as he claims to be. Third, we don’t know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks. Or maybe he doesn’t want the American people, all of you watching tonight, to know that he’s paid nothing in federal taxes, because the only years that anybody’s ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn’t pay any federal income tax. So...","No",2046.4,2117.2,5812,5.55372549019608,1.65823529411765,4.14450980392157,2.26803921568627,5.41411764705882,2.15156862745098,0.4,6.466875,1.79375,5.60625,2.193125,5.965625,2.100625,1,"2016"
"812",142,"Trump","That makes me smart.","No",2117.5,2118.1,5914.5,7.73,1.2,3.81,2.27,6.81,2.61,1,7.995,1.385,5.935,2.44,7.325,1.89,1,"2016"
"813",143,"Clinton","... if he’s paid zero, that means zero for troops, zero for vets, zero for schools or health. And I think probably he’s not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he’s trying to hide. And the financial disclosure statements, they don’t give you the tax rate. They don’t give you all the details that tax returns would. And it just seems to me that this is something that the American people deserve to see. And I have no reason to believe that he’s ever going to release his tax returns, because there’s something he’s hiding. And we’ll guess. We’ll keep guessing at what it might be that he’s hiding. But I think the question is, were he ever to get near the White House, what would be those conflicts? Who does he owe money to? Well, he owes you the answers to that, and he should provide them.","Yes",2117.6,2180.7,6000,5.94658536585366,1.62341463414634,4.02804878048781,2.33463414634146,5.46756097560976,2.20048780487805,-0.5,6.146875,1.65375,5.53625,2.283125,5.626875,1.970625,1,"2016"
"814",144,"Moderator","He also — he also raised the issue of your e-mails. Do you want to respond to that?","No",2180.9,2184.3,6092.5,5.2675,1.845,4.15,2.215,5.8025,2.275,1,4.69,1.825,5.7,2.175,4.585,2,1,"2016"
"815",145,"Clinton","I do. You know, I made a mistake using a private e-mail.","No",2184.8,2189.1,6108,5.368,1.7,3.854,2.27,5.282,2.22,-2,5.55666666666667,1.75,5.52666666666667,2.23333333333333,5.47666666666667,2.16666666666667,1,"2016"
"816",146,"Trump","That’s for sure.","No",2189.2,2189.8,6116,6.64,2.13,3.48,2.25,6.82,1.51,NA,6.53,1.96,5,2.39,6.03,2.16,1,"2016"
"817",147,"Clinton","And if I had to do it over again, I would, obviously, do it differently. But I’m not going to make any excuses. It was a mistake, and I take responsibility for that.","No",2189.9,2199.6,6134,5.03,1.68714285714286,4.22428571428571,2.40142857142857,5.88142857142857,2.23142857142857,-2,2.86,1.79,5.18,2.42,3.86,2.42,1,"2016"
"818",148,"Moderator","Mr. Trump?","No",2200.3,2200.6,6151.5,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"819",149,"Trump","That was more than a mistake. That was done purposely. OK? That was not a mistake. That was done purposely. When you have your staff taking the Fifth Amendment, taking the Fifth so they’re not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it’s disgraceful. And believe me, this country thinks it’s disgrace— it really thinks it’s disgraceful, also. As far as my tax returns, you don’t learn that much from tax returns. That I can tell you. You learn a lot from financial disclosure. And you should go down and take a look at that. The other thing, I’m extremely underleveraged. The report that said $650 — which, by the way, a lot of friends of mine that know my business say, boy, that’s really not a lot of money. It’s not a lot of money relative to what I had. The buildings that were in question, they said in the same report, which was — actually, it wasn’t even a bad story, to be honest with you, but the buildings are worth $3.9 billion. And the $650 isn’t even on that. But it’s not $650. It’s much less than that. But I could give you a list of banks, I would — if that would help you, I would give you a list of banks. These are very fine institutions, very fine banks. I could do that very quickly. I am very underleveraged. I have a great company. I have a tremendous income. And the reason I say that is not in a braggadocios way. It’s because it’s about time that this country had somebody running it that has an idea about money. When we have $20 trillion in debt, and our country’s a mess, you know, it’s one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything’s in great shape, our airports. Our airports are like from a third world country. You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible — you come in from China, you see these incredible airports, and you land — we’ve become a third world country. So the worst of all things has happened. We owe $20 trillion, and we’re a mess. We haven’t even started. And we’ve spent $6 trillion in the Middle East, according to a report that I just saw. Whether it’s 6 or 5, but it looks like it’s 6, $6 trillion in the Middle East, we could have rebuilt our country twice. And it’s really a shame. And it’s politicians like Secretary Clinton that have caused this problem. Our country has tremendous problems. We’re a debtor nation. We’re a serious debtor nation. And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals. And we don’t have the money, because it’s been squandered on so many of your ideas.","No",2202.8,2360.9,6404.5,5.83847826086957,1.65673913043478,4.08840579710145,2.3281884057971,5.51608695652174,2.11021739130435,-0.115384615384615,5.77785714285714,1.59553571428571,5.20053571428571,2.23089285714286,5.38107142857143,2.03053571428571,1,"2016"
"820",150,"Moderator","We’ll let you respond and we’ll move on to the next-","No",2361.1,2362.5,6662,5.53666666666667,1.76666666666667,3.34666666666667,2.07666666666667,5.72666666666667,2.02,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"821",151,"Clinton","And maybe because you haven’t paid any federal income tax for a lot of years. (APPLAUSE) And the other thing I think is important to point out...","Yes",2361.1,2369.1,6681,5.48333333333333,1.58666666666667,4.15555555555556,2.33666666666667,5.47777777777778,1.97777777777778,2,6.24666666666667,1.40333333333333,5.10333333333333,2.33,5.87666666666667,1.86,1,"2016"
"822",152,"Trump","It would be squandered, too, believe me.","Yes",2368.6,2370.4,6698,6.38,1.44666666666667,3.52333333333333,2.28,6,2.17,NA,8.06,1.29,5.97,2.66,7.88,1.6,1,"2016"
"823",153,"Clinton","… is if your — if your main claim to be president of the United States is your business, then I think we should talk about that. You know, your campaign manager said that you built a lot of businesses on the backs of little guys. And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. I’ve met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It’s a beautiful facility. It immediately was put to use. And you wouldn’t pay what the man needed to be paid, what he was charging you to do…","Yes",2369.7,2428.5,6772,5.85588235294118,1.71352941176471,3.85058823529412,2.26117647058824,5.79411764705882,2.21529411764706,0.428571428571429,6.126,1.859,5.4,2.235,5.536,2.181,1,"2016"
"824",154,"Trump","Maybe he didn’t do a good job and I was unsatisfied with his work…","Yes",2428,2431.4,6849.5,5.36,1.69,4.054,2.43,5.444,2.2,0.5,5.75333333333333,1.88333333333333,5.24666666666667,2.45333333333333,5.40666666666667,2.01333333333333,1,"2016"
"825",155,"Clinton","Well, do…","Yes",2430,2431.1,6857.5,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA,1,"2016"
"826",156,"Trump","Which our country should do, too.","No",2432,2433.2,6861.5,5.775,1.755,3.69,2.31,6.35,2.015,NA,5.93,1.91,5.26,1.93,5.96,1.93,1,"2016"
"827",157,"Clinton","Do thousands- do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them? I can only say that I’m certainly relieved that my late father never did business with you. He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides. And when we talk about your business, you’ve taken business bankruptcy six times. There are a lot of great businesspeople that have never taken bankruptcy once. You call yourself the King of Debt. You talk about leverage. You even at one time suggested that you would try to negotiate down the national debt of the United States.","Yes",2431.4,2487.1,6935,5.6153488372093,1.69302325581395,4.05232558139535,2.24488372093023,5.58232558139535,2.21,0.454545454545455,5.97923076923077,1.71230769230769,5.40538461538462,2.43769230769231,5.43230769230769,2.12769230769231,1,"2016"
